filename,relevant_text_segment,assigned_subject
11200782_Resumen_Abstract.pdf,"Contenido: RESUMEN DEL PROYECTO El diseño legal de nuestro sistema de ejecución civil individual favorece la posición de los acreedores. Como consecuencia de ello, los deudores cuentan con escasos mecanismos de protección de sus derechos, en particular aquellos más vulnerables que soportan de manera desproporcionada los efectos e impacto de este diseño legal. Este problema de desbalance en el tratamiento de los derechos limita las posibilidades de prevenir en forma oportuna el sobreendeudamiento y la insolvencia personal, situación que probablemente empeorará en el contexto actual, post estallido social y pandemia del coronavirus. Dado que esta temática se inserta en el contexto de una reforma procesal civil pendiente, resulta necesario investigar si el diseño legal de los sistemas...",Derecho Económico y Comercial
11200904_Resumen_Abstract.pdf,"Contenido: PROPOSAL ABSTRACT: Describe the main issues to be addressed: goals, methodology and expected results. The maximum length for this section is 1 page (Must use letter size, Verdana size 10 or similar). Avoid including in this section information that identifies you, such as names, initials, membership or sponsoring institutions, links or other backgrounds. Why are the high courts increasingly intervening in the crafting and implementation of public policies, sometimes assuming legislative tasks?",Derecho Administrativo y Regulatorio
11200968_Resumen_Abstract.pdf,"del proyecto es evaluar críticamente las características de la subordinación y dependencia laboral en el ámbito de los contratos de plataforma digital, como forma de reconocer la relación de empleo en estas relaciones contractuales. Para alcanzar este objetivo general se sistematizará las características de la subordinación en materia laboral; luego se analizará las exigencias de las plataformas digitales para la ejecución del trabajo “uberizado”; y por fin se discutirá los criterios que conforman la subordinación por algoritmo. El estudio que se desarrollará tendrá como principal herramienta...",Derecho del Trabajo y la Seguridad Social
11201117_Resumen_Abstract.pdf,"Contenido: V. (i) (ii) (iii) RESULTADOS ESPERADOS Explicar los motivos y las causas que han llevado a la jurisprudencia a utilizar tan intensamente y en un periodo tan corto, la noción de pérdida de la chance. Racionalizar la aplicación de la noción de pérdida de la chance en el ordenamiento chileno (determinando condiciones de aplicación y métodos de avaluación), distingüendo los distintos tipos de casos. En cuanto a los productos cada uno de los tres (3) años de ejecución, se contempla la publicación de un artículo en una revista indexada (WoS, Scopus o Scielo) y la participación del investigador en encuentros académicos anuales (v.gr., Jornadas Nacionales de Derecho Civil).",Derecho Civil
11201188_Resumen_Abstract.pdf,"del proyecto es evaluar críticamente la adecuación de las normas de derecho de autor para proteger los elementos colectivos presentes en la poesía mapuche. Los objetivos específicos del proyecto son fundamentalmente tres, con pretensión de cierta consecución en el tiempo: Objetivo específico 1 – Identificar los elementos colectivos presentes en la poesía mapuche de los autores de tres antologías de poesía mapuche contemporánea. Objetivo específico 2 – Analizar si las normas de derecho de autor resultan adecuadas para proteger los elementos colectivos identificados en la poesía mapuche...",Derecho Procesal
11201215_Resumen_Abstract.pdf,"Contenido: RESUMEN: La propuesta de investigación se denomina: “La falta de servicio como título general de imputación subjetiva de la responsabilidad patrimonial de la Administración, y la admisión jurídica de otros títulos excepcionales de imputación, distintas a la falta de servicio”. Este planteamiento tiene por objeto establecer, a partir del análisis del artículo 4° de la Ley Orgánica Constitucional de Bases Generales de la Administración del Estado (en adelante LOCBGAE) en relación lógica y sistemática con otros preceptos normativos, que jurídicamente es admisible incluir para, casos excepcionales, otros títulos de imputación de responsabilidad aceptados en Derecho Comparado, tales como la teoría del sacrificio especial o de la alteración de la igualdad antes las cargas públicas,...",Derecho Civil
11201297_Resumen_Abstract.pdf,"Contenido: RESUMEN: Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Evite incluir en esta sección información que le identifique, tales como: nombres, iniciales, institución de pertenencia o patrocinante, links u otros antecedentes. La investigación que se propone versa acerca de uno de los presupuestos del Estado social, esto es, la “procura existencial” (Daseinsvorsorge en su originaria denominación alemana), como categoría teleológica que rige la acción pública desplegada a través de la Administración del Estado, y que alude a las prestaciones de servicio y producción de bienes de relevancia...",Derecho Político y Constitucional
11201308_Resumen_Abstract.pdf,"la constatación de la existencia de un cuestionamiento constante en diversos sistemas jurídicos, tanto a nivel doctrinal como jurisprudencial, sobre el concepto y límites del dolo. El problema jurídico que se plantea es el siguiente: La ausencia de determinación del contenido y límites precisos del dolo en el Derecho Penal sustantivo puede causar serios problemas al momento de determinar la responsabilidad penal en el plano procesal. Por el contrario, un Derecho penal racional y coherentemente fundamentado debe considerar que la pena es el resultado de la intensidad del compromiso personal...",Derecho Penal
11201330_Resumen_Abstract.pdf,"analizar si el tratamiento penitenciario que las adolescentes privadas de libertad en régimen cerrado reciben en el actual sistema de responsabilidad penal adolescente (LRPA) incorpora la perspectiva de género y los estándares internacionales de derechos humanos. Tomando este marco de referencia se analizará la situación de las adolescentes que están privadas de libertad en régimen cerrado, con el objeto de examinar, críticamente, las falencias normativas y prácticas que se identificen en la ejecución de la privación de libertad, para proponer mejoras en la política penitenciaria vigente....",Derecho Penal
1200060.pdf,"Contenido: PROPOSAL ABSTRACT: Name of Principal Investigator: Proposal Title: GABRIEL L. NEGRETTO CONSTITUTIONAL CHANGE AND LIBERAL DEMOCRACY IN COMPARATIVE PERSPECTIVE Describe the main issues to be addressed: goals, methodology and expected results. The maximum length for this section is 1 page (Must use letter size, Verdana size 10 or similar). Do the political origins of constitutions matter for the establishment and deepening of democracy?",Derecho Económico y Comercial
1200064.pdf,"Estudiar la relevancia de la noción de dignidad en el derecho privado chileno, con el fin de dilucidar sus influencias y de esta forma visibilizar su relevancia simbólica en desarrollos jurídicos importantes del derecho privado actual y futuro. Objetivos específicos: 1) Analizar la vinculación de la dignidad con las evoluciones más recientes del derecho privado chileno, tanto civil como laboral, considerando la dignidad como estatus y el efecto simbólico de la misma. 2) Visibilizar la relevancia del aspecto simbólico de la dignidad en desarrollos jurídicos importantes del derecho privado...",Derecho del Trabajo y la Seguridad Social
1200069.pdf,"será: Revisar críticamente los criterios interpretativos que se han instalado en las Cortes de Apelaciones al momento de conocer y fallar respecto de los recursos de nulidad laboral y, a partir de allí, proponer una fórmula general y lecturas interpretativas específicas que permitan superar la práctica judicial actual que ha terminado desfigurando o haciendo en buena medida ilusorio el deber de motivación y el derecho al recurso en el orden jurisdiccional laboral. Al hilo de lo anterior, los específicos serán: - Determinar el contenido que debe tener el derecho al recurso, en cuanto garantía,...",Derecho del Trabajo y la Seguridad Social
1200083.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Raúl Carnevali Rodríguez Justicia restaurativa y sistema penal. Hacia un modelo de solución de conflictos Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar).",Derecho Penal
1200113.pdf,"Determinar el medio de incorporación al derecho chileno, y su articulación, de la costumbre internacional, de los principios generales del derecho internacional y de la jurisprudencia internacional de derechos humanos, especialmente, de la Corte Interamericana de Derechos Humanos y analizar las tensiones y el impacto, esto es, la capacidad de transformar, incrementar las fuentes y armonizar las normas, de estas fuentes del derecho internacional en el sistema de fuentes formales del derecho interno chileno, examinando la recepción de ellas por las sentencias de la Corte Suprema y del Tribunal...",Derecho Internacional
1200176.pdf,del proyecto consiste en proponer razones que expliquen el comportamiento errático de la Corte Suprema en las sentencias dictadas en los últimos 25 años que fallan recursos de casación en el fondo en causas de responsabilidad extracontractual y presentar reformulaciones dogmáticas que permitan orientar y hacer coherente la futura práctica jurídica y judicial. Los objetivos específicos de esta investigación son los siguientes: 1) identificar los argumentos empleados en los fallos de la Corte Suprema conociendo del recurso de casación en el fondo en pleitos sobre responsabilidad civil...,Derecho Político y Constitucional
1200188.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Revisión crítica de los recurso de reclamación previstos en las leyes orgánicas de las Superintendencias vinculadas a mercados regulados. Una propuesta de sistematización a la luz del derecho a la tutela judicial efectiva. Maite Aguirrezabal Grünstein Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados.",Derecho Procesal
1200232.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Johann Sebastian Benfeld Escobar El derecho en los hechos. Formulación de un concepto normativo-jurídico de sana crítica como sistema institucional de ponderación libre de la prueba judicial. La presente investigación tiene como principal objetivo formular un concepto jurídico-normativo de identificar y clasificar los elementos normativos de naturaleza epistemológica y extra epistemológica (conceptos, valores, principios y reglas) que influyen, de manera directa o indirecta, en la ponderación de la prueba judicial en un sistema de sana crítica.",Derecho Procesal
1200235.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Juan Pablo Mañalich R. Azar, control y responsabilidad. Una investigación sobre la relevancia penal de la suerte moral Un modelo de derecho penal de la culpabilidad se encuentra internamente determinado por un principio del control.",Derecho Penal
1200362.pdf,"Evaluar los problemas jurídicos que plantea el trabajo vía plataformas digitales en la definición de los criterios identitarios de la relación laboral y de las tutelas jurídicas requeridas, y proponer las bases dogmáticas y normativas para proyectar soluciones en el caso chileno. Objetivos específicos: 1. Revisar los criterios dogmáticos, normativos y jurisprudenciales que definen la subordinación laboral desde una perspectiva funcional, y determinar su correspondencia en el trabajo vía plataformas digitales. 2. Identificar los nuevos factores de riesgo laboral y el incremento de los...",Derecho del Trabajo y la Seguridad Social
1200389.pdf,"de esta investigación es analizar estos dos principales efectos procesales con respecto a las diversas interpretaciones posibles del art. 20 inciso 1° in fine de la Constitución de 1980. Por lo mismo, sus objetivos específicos son dos: En primer lugar, (1) estudiar el problema del cómputo del plazo para recurrir de protección, lo cual implica, en el plano interno, considerar el modo en que las diversas interpretaciones posibles del art. 20 inciso 1° in fine de la Constitución de 1980 –una aplicación preferente, alternativa o residual– repercuten en el debate sobre la interrupción o suspensión...",Derecho Político y Constitucional
1200424.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: MODERNIZACIÓN DEL RÉGIMEN DE RESPONSABILIDAD DE LOS ADMINISTRADORES SOCIETARIOS EN CHILE: UN ANÁLISIS SINCRÓNICO A LA LUZ DE LOS PRINCIPIOS DEL BUEN GOBIERNO CORPORATIVO Y EL DERECHO COMPARADO MARÍA FERNANDA VÁSQUEZ PALMA Contexto que justifica la investigación: La modernización del derecho de sociedades es una cuestión de suma relevancia en el sistema jurídico actual, lo que se debe -en buena medida- a la competitividad que se ha generado entre las sociedades, que requieren la adopción de estándares cada vez más avanzados, y el impacto que esta temática tiene en la economía de un país, a partir del incremento de las inversiones. En este contexto, el régimen de administración es uno de los aspectos gravitantes del derecho...",Derecho Económico y Comercial
1200532.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Felipe Schwember Augier Los motivos convencionalistas en la Escuela salmantina: el eclip- se de Aristóteles en la escolástica española como antesala del derecho natural moderno Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La ex- tensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). En el decurso de las discusiones acerca de la legitimidad de la Conquista y de la humanidad de los indios americanos, la filosofía y teología moral hispana fueron sufriendo una evolución que la condujo des- de posiciones claramente teocráticas y etnocéntricas a posiciones crecientemente igualitarias y universalis- tas.",Derecho Administrativo y Regulatorio
1200549.pdf,". Refutar la tesis difundida según la cual los sistemas de normas jurídicas de competencia son cerrados porque contienen una regla de clausura residual que dispone que todo individuo cuyo estatus normativo no está expresamente sujeto a la competencia de una autoridad constituida por la autoridad constituyente, tiene una inmunidad frente a la autoridad constituida*; y demostrar la tesis que afirma que aquellos sistemas son cerrados porque contienen una regla de clausura residual que dispone que todo individuo cuyo estatus normativo no ha sido expresamente excluido de la competencia de una...",Derecho Económico y Comercial
1200573.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Eric Eduardo Palma González LAS ACTAS CONSTITUCIONALES NUMEROS 2 y 3 DE 1976, Y SU LUGAR EN LA HISTORIA CONSTITUCIONAL DE CHILE: SENTIDO, ALCANCE Y PROYECCIÓN Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El objetivo principal de esta investigación es contribuir al conocimiento de la historia constitucional chilena del siglo XX, en concreto, escribir la historia de las Actas Constitucionales 2 y 3 de 1976 en lo relativo a su formulación, promulgación, vigencia y derogación.",Derecho Político y Constitucional
1200700.pdf,"de la propuesta es analizar el papel que juegan los notarios y abogados en materia de prevención LA/FT en Chile, en el marco del fortalecimiento del régimen vigente y a la luz de las Recomendaciones del GAFI. En este contexto, el primer objetivo específico del proyecto consiste en determinar el sentido y alcance del régimen de prevención del LA/FT aplicable en Chile a los notarios, de acuerdo con lo señalado por el GAFI y en otras normas vigentes en nuestro país. Por último, el segundo objetivo específico es examinar diversas herramientas presentes en nuestro ordenamiento jurídico, de...",Derecho Internacional
1200734.pdf,"i. Demostrar que los contratos de larga duración son un instrumento común y esencial en el tráfico comercial y jurídico contemporáneo. ii. Proponer un concepto de contrato de larga duración a partir de la definición de sus elementos de la esencia y de sus aspectos caracterizadores, en particular la complejidad de su objeto y el tiempo de ejecución. iii. Demostrar que desde el derecho privado chileno vigente y de los principios generales de la contratación, es posible elaborar una construcción dogmática de esta categoría contractual. iv. Identificar los principales problemas que suscitan la...",Derecho Civil
1200744.pdf,"del proyecto sea, justamente, analizar las reglas de determinación de la pena de los delitos nucleares de la Ley de Tránsito a la luz de los fundamentos de su castigo. Tal objetivo general será abordado sobre la base de cuatro problemas, que se proyectarán en sus objetivos específicos e hipótesis. Son objetivos específicos del proyecto: 1) Examinar las reglas especiales de concurso material dispuestas por el legislador para los delitos nucleares de la Ley de Tránsito y establecer si cabe plantear excepciones a su aplicación; 2) Indicar el ámbito de aplicación de las reglas especiales de...",Derecho Penal
1200781.pdf,"del proyecto es precisar régimen jurídico de la liquidación de una sociedad de responsabilidad limitada en nuestra legislación, subdividido en los objetivos específicos siguientes: (a) Determinar los rasgos típicos de una sociedad de responsabilidad limitada; (b) Determinar el régimen de la liquidación en sentido estricto y la división, como etapas de la liquidación; (c) Determinar las consecuencias jurídicas de la plena subsistencia de la personalidad jurídica de la sociedad durante la liquidación para la sociedad, los socios, los liquidadores, los acreedores sociales y los acreedores...",Historia del Derecho
1201124.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Osvaldo Lagos Villarreal Problemas institucionales del sistema de gobiernos corporativos chileno: el diablo está en los detalles Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). Este proyecto de investigación pretende verificar aspectos de la estructura institucional del derecho de sociedades y del mercado de valores chileno que, en combinación con la estructura del mercado nacional, resultan inconvenientes para la consecución de la finalidad de un buen gobierno corporativo: asegurar el retorno de la inversión de capital para quienes proveen esa...",Derecho Económico y Comercial
1201262.pdf,"El objetivo general de la investigación propuesta consiste en demostrar que la morfología del Digesto encuentra sus raíces en la época clásica y no, como suele afirmarse en doctrina, en época bizantina. En concreto, se busca demostrar que la ubicación de los fragmentos contenidos en los diversos títulos del Digesto es más un reflejo de la enseñanza del derecho en época clásica basada en los principios de diaíresis, deuterósis y didáctica, que una obra del propio Justiniano y sus compiladores, lo cual exige estudiar los textos no solo desde una perspectiva palingenésica, sino que también en su...",Derecho Romano
1201281.pdf,Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Entre academicismo y rebeldía: el espacio de la política en la dogmática penal chilena. ¿Ciencia o cambio social? ¿Dogmática penal liberal o populismo punitivo?,Derecho Penal
1201365.pdf,"Establecer, mediante distinciones conceptuales y metodológicas, una adecuada comprensión y utilización de la comparación jurídica en la producción científica del derecho civil chileno. Objetivos específicos 1. Perfilar la diferencia entre “transplante jurídico” y “formante” a través de la identificación de su uso y evolución en la doctrina nacional. 2. Determinar cuál es el uso correcto de la metodología comparada a partir de su utilización insuficiente por parte de la doctrina civil chilena. La metodología, en orden a la realización de la investigación propuesta, consistirá, de una parte, en...",Filosofía del Derecho
1201380.pdf,". Analizar distintos mecanismos regulatorios en el Estado de producción, los estados de mayor consumo y los estados de origen la inversión, así como mecanismos de gobernanza privados de los distintos actores que forman parte de una cadena de suministro, específicamente, la del salmón (inversionistas y financistas, traders y consumidores finales) con el objeto de determinar su posible contribución a prevenir, mitigar y remediar estos riesgos e impactos que ocurren en Chile y los que actores chilenos podrían adoptar. Objetivos específicos. (1) Identificar las obligaciones internacionales en...",Derecho Internacional
1201783.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Christian Gustavo Rojas Calderón EL DERECHO ADMINISTRATIVO SANCIONADOR EN MEDIO AMBIENTE Y AGUAS: DE LA METODOLOGÍA DE CONTROL A LA DIRECCIONAL O RESPONSIVA Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). En lo central el proyecto analiza la configuración del Derecho Administrativo Sancionador en Chile desde una perspectiva diferente a la tradicional –de control judicial-, para hacerlo ahora desde la metodología direccional, funcional o responsiva, lo que se manifiesta actualmente en distintas regulaciones, pero que no ha sido analizado en...",Derecho de los Recursos Naturales
1201868.pdf,"del proyecto es realizar un análisis y revisión jurídico-dogmática de los mecanismos de control administrativo y judicial de las sanciones administrativas existentes en los sectores regulados más relevantes en Chile, con el objeto de establecer los criterios y estándares de revisión a partir de la forma, las reglas, principios y límites a los cuales se debe someter el ejercicio de la potestad sancionadora por parte de los órganos de la Administración del Estado. A su vez, se comprenden los siguientes objetivos específicos: a) A partir de la legislación especial, determinar los principales...",Derecho Administrativo y Regulatorio
1210007_Resumen_Abstract.pdf,"Nuestro objetivo general es proponer el régimen jurídico de la fase post-contractual en el derecho chileno, que colme el vacío que existe en esta materia en la dogmática nacional. Para construir una disciplina jurídica, completa y clara, de esta etapa del íter contractual, tomaremos como base la regulación que proporciona el Código civil. Desde allí abordaremos la legislación especial pertinente, destacando preliminarmente la ley de protección de los derechos de los consumidores y la ley general de urbanismo y construcción, y eventualmente otras, que reflejen la importancia de la etapa...",Filosofía del Derecho
1210112_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Jaime Arancibia Mattar La función de fiscalización administrativa: potestades, régimen y problemas en el ordenamiento jurídico chileno Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El presente proyecto de investigación propone abordar los problemas asociados a la conformidad a derecho o juridicidad del ejercicio de los poderes de fiscalización en el derecho nacional.",Derecho Administrativo y Regulatorio
1210127_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Rodrigo Coloma Correa Interpretación de contratos. Exploración de un modelo. Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados.",Filosofía del Derecho
1210214_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Osvaldo Artaza Varela El delito de corrupción entre particulares como delito económico: una propuesta analítica desde una perspectiva comparada. Una de las principales características que resulta común a la forma como se ha criminalizado el delito de corrupción entre particulares en el ámbito comparado, es que su formulación típica resulta, por lo general, sumamente indeterminada. Este problema es especialmente evidente en aquellos ordenamientos en que tales delitos están dirigidos a proteger, al menos en parte, bienes jurídicos supraindividuales, relativos al funcionamiento del mercado o a proteger reglas del juego propias de la competencia leal.",Derecho Penal
1210234_Resumen_Abstract.pdf,"de esta investigación es la construcción dogmática de un régimen común de la terminación unilateral no basada en el incumplimiento, que considere sus aspectos centrales, especialmente, las condiciones de ejercicio del derecho, sus condiciones de eficacia, sus límites y los efectos o consecuencias, a partir principalmente de un método inductivo-deductivo (sobre la base del análisis de los casos regulados y de las normas y principios generales sobre derecho de contratos, incluyendo la mirada al derecho comparado). Según lo explicado anteriormente, la identificación de los casos legales y la...",Derecho Civil
1210275_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: GONZALO CORTEZ MATCOVICH LA LITISPENDENCIA EN EL PROCESO CIVIL CHILENO: UNA PROPUESTA INTEGRADORA Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). La investigación propuesta pretende desarrollar un estudio unitario de la litispendencia y sus efectos en el proceso civil chileno.",Derecho Procesal
1210374_Resumen_Abstract.pdf,"General: Analizar la normativa aplicable a los instrumentos de financiamiento y garantía empleados por las pymes y tensionarla con escenarios de insolvencia, a fin de advertir aquellos aspectos de su interacción con el régimen concursal y paraconcursal que pueden dificultar el acceso o encarecer el crédito. Específicos: (i) analizar una muestra de instrumentos de financiamiento y garantía utilizados por las pymes y determinar cuáles son las deficiencias regulatorias que en ellos se advierten al ser tensionados con escenarios de insolvencia, de manera de poder inducir a partir de dicho estudio...",Derecho Económico y Comercial
1210394_Resumen_Abstract.pdf,". Comprender la relación entre la debilidad teórica en el reconocimiento constitucional de los derechos sociales y la precariedad de su ejercicio y de su garantía. Objetivos específicos. 1. Identificar los posibles problemas de reconocimiento constitucional de los derechos sociales, tanto a nivel teórico como de su ejercicio, y entender cómo estos inciden en la configuración de los criterios de exclusión de la ciudadanía. 2. Caracterizar la exclusión social que surge de la precarización de los derechos sociales y su relación con los antecedentes de la crisis social de octubre de 2019. 3....",Derecho Político y Constitucional
1210396_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: N. Francisco Maldonado Fuentes “Domática elemental de los delitos electorales” Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar).",Derecho Económico y Comercial
1210444_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Javier Wilenmann Complejidad institucional y derecho penal El proyecto busca analizar desde un punto de vista empírico y teórico normativo el fenómeno de la complejidad en el derecho penal. El concepto de complejidad designa aquí a la superposición de objetivos, lógicas o racionalidades al menos parcialmente incompatibles en un campo determinado. Un ámbito es así complejo cuando hay un grado importante de superposición de racionalidades, sin que una racionalidad determinada subordine completamente a las otras.",Derecho Penal
1210455_Resumen_Abstract.pdf,"de esta investigación es examinar los núcleos problemáticos de la Ley no12. 927 sobre seguridad del Estado, tanto en sus aspectos sustantivo penales como dogmáticos, con especial énfasis en aquellos delitos que han tenido aplicación en nuestro país en los últimos años. Se estudiarán los delitos de rebelión y sedición, especialmente la inducción o incitación a ellos, los delitos contra el orden público y delitos de expresión. Se buscará develar si sus conductas típicas tienen correlato en la ley penal común y/o especial, sus eventuales diferencias, así como su compatibilidad con el ejercicio...",Derecho Penal
1210463_Resumen_Abstract.pdf,"del proyecto de investigación es establecer la idoneidad de distintas propuestas de lege lata y de lege ferenda que se han desarrollado en España y Alemania para castigar como autores a los órganos superiores de las empresas por los delitos dolosos de dominio cometidos en su seno, y en los que estos han intervenido de un modo no directo, ya sea dictando órdenes antijurídicas para que subalternos ejecuten de propia mano ilícitos, o permitiendo que estos se cometan. Los objetivos específicos del proyecto son: 1°) Determinar la idoneidad de la autoría mediata por dominio de la organización para...",Derecho Penal
1210561_Resumen_Abstract.pdf,"Contenido: RESUMEN Nombre Inv. Responsable: Título Proyecto: Andrés Bordalí Salamanca El debido proceso sustantivo en el derecho chileno Hoy en día en Chile y en casi todos los estados organizados como Estados de Derecho, la actuación de los tribunales de justicia debe ajustarse a una exigencia constitucional conocida como debido proceso. Sin embargo, hace mucho tiempo que algunos ordenamientos jurídicos no limitan esa exigencia solo a los tribunales de justicia, sino que la aplican a todos los órganos del Estado, especialmente a la Administración del Estado y a los órganos legislativos en sus procedimientos respectivos. En algunos casos, también se sostiene que debe aplicarse a organizaciones privadas que gozan de personalidad jurídica que aplican sanciones o medidas disciplinarias a sus...",Derecho Procesal
1210585_Resumen_Abstract.pdf,"de la propuesta es reconstruir, de modo inductivo e interdisciplinar, los discursos jurídicos y las políticas públicas nacionales cuyo objeto es la familia, a fin de identificar, desde una perspectiva diacrónica y sincrónica, las concepciones de familia presentes en unos y otras; y las funciones que estos atribuyen al trabajo reproductivo de las mujeres, la heteronormatividad, la igualdad de género; y el rol de niños, niñas y adolescentes. Esta reconstrucción permitirá evaluar el potencial estabilizador o transformador de la(s) concepción (es) jurídica (s) de la familia en Chile, en lo...",Derecho Civil
1211177_Resumen_Asbtract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Jordi Delgado Castro Procedimiento de tutela laboral: Hacia una mejor delimitación de sus principales cuestiones procesales Describa los principales puntos que se abordarán: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El procedimiento de tutela laboral llegó a nuestro ordenamiento jurídico de la mano de la Ley No 20.087.",Derecho Procesal
1211332_Resumen_Abstract.pdf,"Contenido: ABSTRACT: Name of Responsible Researcher: Arnulf Becker Lorca Project Title: strategies form the Global South Describe the main issues to be addressed: objectives, methodology and expected results. Should principles of social justice apply beyond national borders to assess the fairness of the distribution of resources and burdens across the globe? The current COVID-19 pandemic, exposing and exacerbating global inequalities, has infused this question with renewed relevance. Domestic i democracies.",Filosofía del Derecho
1211347_Resumen_Abstract.pdf,Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Dr. Alfredo Sierra Herrero Estudio crítico de la sucesión de empresas en el sistema laboral chileno. Una cuestión necesaria en tiempos de crisis.,Derecho Económico y Comercial
1211369_Resumen_Abstract.pdf,"de la investigación propuesta, y a tal efecto se emprende una revisión de los criterios generales propuestos por la doctrina con ese mismo fin. Sobre la base de esta indagación, el enfoque propuesto se funda en la integración crítica tanto de los criterios desarrollados por la antigua teoría de la causalidad adecuada como de ciertos criterios reformulados de imputación objetiva. Este enfoque permite levantar las siguientes hipótesis de trabajo: 1. La clase de peligro descrita por el tipo base de un delito calificado por el resultado incluye el peligro de realización del resultado calificante....",Derecho Penal
1211529_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: El Derecho Internacional en contra de los Pueblos Indígenas de América Latina Título Proyecto: Amaya Alvez Marin ¿Qué rol jugó el derecho internacional en la relación entre indígenas y Estados latinoamericanos, desde comienzos del siglo XIX, desde los tiempos de la independencia de las naciones latinoamericanas, hasta nuestros días? Esta pregunta es relevante puesto que el derecho internacional se forjó en parte durante el encuentro colonial, del cual surgió como orden normativo que al menos en teoría, sería capaz de regular las relaciones entre pueblos con historias y culturas radicalmente diversas. Este proyecto de investigación busca examinar la historia del derecho internacional en América Latina, desde una perspectiva favorable a las...",Derecho Internacional
1211531_Resumen_Abstract.pdf,"del presente proyecto es: Determinar los factores que inciden en la calidad y eficacia de la persecución penal de los delitos intracarcelarios y en la protección de sus víctimas y testigos. Los objetivos específicos son: 1. Conocer legislación, jurisprudencia nacional e internacional y bibliografía sobre estudios y experiencias comparadas acerca de investigaciones criminales y estrategias de protección de víctimas y testigos de delitos intracarcelarios. 2. Evaluar la calidad y eficacia de la persecución penal de los delitos intracarcelarios y la protección de sus víctimas y testigos. 3....",Derecho Penal
1211572_Resumen_Abstract.pdf,"Proponer una configuración dogmática y de lege ferenda, aplicable al derecho chileno, que reconozca como perjuicio indemnizable y autónomo a aquel que deriva del incumplimiento de los deberes médicos de información –informar y obtener el consentimiento informado–, y que se manifiesta en la concreta lesión a la autodeterminación del paciente en el ámbito sanitario. Objetivos Específicos: a) Sistematizar grupos de casos problemáticos que permitan comprobar la hipótesis. b) Determinar el contenido de la autodeterminación del paciente en materia sanitaria a la luz de la normativa vigente. c)...",Derecho Civil
