filename,relevant_text_segment,assigned_subject
1220649_Resumen_Abstract.pdf,"aut.) y D. 12.1.4.1 (Ulp. 34 ad Sab.) son ejemplos concretos de condictio sine datione en el contexto de la negativa del comodatario y el acreedor pignoraticio, respectivamente, a restituir la res, sin que de estos fragmentos pueda extraerse una alusión implícita a la condictio ex causa furtiva. 3. Objetivos: El objetivo general consiste en demostrar a través de la exégesis de una serie de textos que cubren las distintas etapas de la historia de la reflexión jurisprudencial romana sobre la condictio, desde la época así llamada preclásica (siglo I a.C.) hasta la tardo-clásica (siglo III d.C.), que a diferencia de lo que se sostiene habitualmente en doctrina, la condictio sine datione tuvo reconocimiento en el derecho romano clásico más allá del caso específico de la condictio ex causa furtiva. Son Objetivos específicos: (i) Realizar una exégesis detallada de D. 12.5.6 (Ulp. 18 ad Sab.), a fin de demostrar que la opinio veterum atestiguada en este fragmento, en cuanto reconoce la posibilidad de ejercer la condictio contra quien detenta una cosa ex iniusta causa, sin que tenga importancia para efectos del ejercicio de la acción si el demandado es o no propietario de la res, representa el marco general de la aceptación de la condictio sine datione en el derecho romano clásico más allá del ámbito de la condictio ex causa furtiva. (ii) Llevar a cabo una exégesis detallada de D. 16.3.13.1 (Paul. 31 ad ed.), con la finalidad de demostrar que este fragmento constituye un ejemplo concreto de condictio sine datione en el contexto de la negativa dolosa del depositario a restituir la res deposita (condictio depositae rei nomine), sin que de aquí pueda extraerse una alusión implícita a un supuesto de ex causa furtiva condicere. (iii) Llevar a cabo una exégesis detallada D. 12.5.9pr. (Paul. 5 ad Plaut.) y D. 12.1.4.1 (Ulp. 34 ad Sab.), a fin de demostrar que estos fragmentos jurisprudenciales son ejemplos concretos de condictio sine datione en el contexto de la negativa del comodatario y el acreedor pignoraticio, respectivamente, a restituir la res, sin que de ellos pueda extraerse una alusión implícita a la condictio ex causa furtiva. 4. Metodología: La propia de la romanística, centrada en la exégesis de fuentes jurídicas romanas, buscando armonizar el método histórico-crítico por una parte (crítica textual de las fuentes) con el método dogmático por la otra (buscar los principios que guiaban el razonamiento y la argumentación de los juristas romanos en la construcción de conceptos y categorías jurídicas). 5. Resultados esperados: Se espera publicar cuatro artículos en revistas especializadas WoS o Scopus, en los cuales se abordarán en detalle los distintos aspectos de la investigación, de acuerdo a los objetivos de la misma (ver “V. Plan de trabajo”). Concurso de Proyectos Regular 2022",Derecho Romano
1220697_Resumen_Abstract.pdf,"ar la existencia de obligaciones restitutorias como de aquellas propias de la responsabilidad civil. De lo anterior, surge la necesidad de determinar criterios de distinción entre obligaciones restitutorias e indemnizatorias para solucionar las controversias arriba aludidas, mediante los siguientes objetivos: Objetivo general: establecer criterios de distinción entre obligaciones restitutorias e indemnizatorias ante situaciones extracontractuales de intromisión en derecho ajeno en el sistema civil chileno. Objetivos específicos: 1) conceptualizar y caracterizar a las obligaciones restitutorias en el Derecho Civil chileno; 2) conceptualizar y caracterizar a las obligaciones indemnizatorias en el Derecho Civil chileno; 3) identificar las diferencias entre las obligaciones restitutorias e indemnizatorias; 4) determinar los criterios que permiten diferenciar claramente a las mismas Se utilizará principalmente la metodología de la dogmática jurídica y los resultados esperados persiguen establecer con claridad y precisión los criterios distintivos entre obligaciones restitutorias e indemnizatorias ante situaciones extracontractuales de intromisión en derecho ajeno en el sistema civil chileno. Concurso de Proyectos Regular 2022",Derecho Civil
1220735_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: “Digitalización y algoritmos en la solución de conflictos en materia de consumo en Chile. Propuestas de mejora al acceso a la Justicia de los consumidores a la luz de los sistemas comparados” Sebastián Bozzo Hauri La última encuesta CEP de abril del 2021 mostró que los consumidores tienen solo un 14% de confianza en las empresas. La pregunta es porqué existe este tan bajo nivel de aprecio, considerando que son los proveedores quienes hacen posible nuestro diario vivir a través de la entrega de los diferentes bienes y servicios. Posiblemente, la respuesta se puede encontrar en la sensación de injusticia que provoca no poder satisfacer una determinada reclamación ante un incumplimiento determinado por parte de dicho proveedor, sobre todo cuando esa practica se transforma en una constante para el consumidor. En este sentido, el acceso a la justicia resulta clave para confiar en una relación que por su naturaleza es de por si asimétrica. Las pequeñas infracciones cuando se tornan en reiteradas afectan cualquier relación humana, y sobre todo cuando dicha relación es de carácter económica. El estudio de las políticas públicas comparadas da cuentan de un avance constante en facilitar al consumidor el acceso a la justicia. Este fenómeno también se aprecia con mucha claridad en el desarrollo de los Marketplace, en virtud del cual el consumidor puede acceder a la resolución de un conflicto con un determinado proveedor que actúa en una determinada plataforma que administra un tercero. Claro ejemplo de esto último es Amazon, Ebay, Mercado Libre, Cornershop, uber etc. En este sentido, la propuesta de investigación busca mejorar la posición del consumidor en el mercado, permitiéndole acceder a la justicia de una manera rápida, sencilla y de bajo coste. Para lograr esto último, es necesario avanzar hacia una política pública que considere mecanismos de resolución de conflictos online y que incorpore el uso de las nuevas tecnologías, en especial, el uso de inteligencia artificial como una herramienta de apoyo tanto en el ámbito de la reclamación administrativa, en los procesos de mediación y arbitraje como también en los procedimientos de tutela individual de derechos que se tramita ante los jueces de policía local. La transformación digital que vive nuestra sociedad y que se ha acelerado a raíz de la pandemia, justifica generar nuevos canales de acceso a la justicia a través de medios digitales, es decir, sostener su acceso de manera remota. Así, creemos que el proyecto es oportuno puesto que no solo propone avanzar hacia un modelo de solución de conflictos alternativos online, sino que además plantea la necesidad de que dicho avance se efectúe incorporando el uso de las nuevas tecnologías. Nuestro objetivo es diseñar una propuesta de política pública que considere métodos de resolución de conflictos de carácter online, apoyado en el uso de la inteligencia artificial. Se pretende así demostrar a través de un estudio comparado la factibilidad de mejorar la posición del consumidor frente al proveedor. Esto último, gracias a que la administración de ...",Derecho Económico y Comercial
1220844_Resumen_Abstract.pdf,"o resulta posible, constituiría un valioso antecedente para ordenar un cierto caos que impera en las opiniones doctrinarias y, más dramáticamente, en las sentencias de la Corte Suprema. De allí que la propuesta de investigación que se formula en este Proyecto se estructure en torno a los siguientes objetivos generales: (i) identificar las cuestiones que suscita el ejercicio de la acción de precario en nuestra doctrina y en las sentencias de los tribunales superiores, (ii) demostrar que, cuantitativamente, la determinación de contra quién procede dicha acción es el problema que más se discute en la Corte Suprema y que es al que se le presta mayor atención por parte de la doctrina; (iii) detectar el desacuerdo existente en la doctrina respecto de la calificación jurídica del precarista; (iv) detectar los desacuerdos existentes en la jurisprudencia respecto del requisitos “sin previo contrato” y por “ignorancia o mera tolerancia del dueño”; (v) demostrar que el inciso segundo del art. 2195 carece de una clara historia fidedigna de su establecimiento y que sus antecedentes históricos más lejanos no aportan a tal objetivo para responder la pregunta que este proyecto formula y (vi) desarrollar la aproximación interpretativa que procura la coherencia con otras figuras del ordenamiento jurídico. Dichos objetivos persiguen, a su vez, otros específicos, cuales son (i) identificar y sistematizar la doctrina relevante respecto de los problemas de la acción de precario, (ii) identificar las sentencias pronunciadas por la Corte Suprema sobre este tópico a partir del 2013; (iii) detectar los problemas sobre los cuales existe discusión doctrinaria y sobre los que se pronuncian las referidas sentencias; (iv) sistematizar las sentencias de la Corte Suprema para determinar qué se discute respecto de cada una de ellas; (vi) sistematizar la doctrina nacional que se ha pronunciado tanto sobre la legitimación pasiva como respecto de los requisitos sin previo contrato y por ignorancia o mera tolerancia del dueño de inciso segundo del artículo 2195, (vii) sistematizar los grupos de sentencias que recaigan sobre situaciones similares y sus inconsistencias , (viii) identificar las sentencias contradictorias que resultan más coherentes con la justificación de la mera tenencia e indicar el motivo de esa coherencia; (ix) formular una noción de precarista y articular sus defensas a partir de todas las aristas que este proyecto propone examinar que logre dar cuenta del uso que hacen del precario los tribunales, pero de manera coherente con el resto de las figuras involucradas. La metodología de investigación será la propia de las ciencias jurídicas, esto es, dogmática y jurisprudencial, recurriendo a los textos legales, artículos y monografías de doctrina nacional y comparada y a la jurisprudencia de nuestros tribunales disponible en las bases de datos de uso más frecuente y aquella foránea que pueda ser de utilidad para esta investigación. Con el propósito de alcanzar un análisis crítico acabado e integral de los diferentes tópicos que este Proyecto contempla se efectuará una recopilación, sistematización y evaluación crítica del material antes referido, sin descartar aquella que pueda pesquisarse en el curso de la ...",Derecho Civil
1220879_Resumen_Abstract.pdf,"desarrollo teórico de los derechos fundamentales en la modernidad; el problema de la soberanía y su aplicación en las políticas actuales, en tanto que la última estuvo dedicada, específicamente, a interpretar filosóficamente la obra de Alejandro Álvarez. En relación a esto, este proyecto tiene como objetivo general vincular estos problemas, tal como son analizados e interpretados en la obra del jurista chileno. Este vínculo se desarrollará bajo la forma de una presentación filosófica especulativa, esto es, no como una lucha dialéctica entre los derechos fundamentales y el principio de la soberanía, sino asumiendo la lucha que se produce entre ambos en el terreno internacional, con el fin de presentar la emergencia de un tercer elemento, que nace, especulativamente, a partir de esta confrontación. Tal tercer elemento es, propiamente, la presentación sistemática que desarrolla Álvarez: la reconstrucción propuesta del Derecho de gente y el enriquecimiento de la disciplina a través de su base metodológica. Con el fin de abordar dicha reconstrucción, el proyecto se enfrenta con diversas tradiciones del Derecho de gentes para presentar la contradicción antes señalada: primero, a través de la comprensión del emerger de los derechos fundamentales en la Escuela jurídica española y, luego, mediante el devenir del Derecho internacional bajo el principio de la soberanía, tal como se desarrolló en la teoría del Derecho de gentes en ciertas corrientes teóricas modernas. A la luz de ambas tradiciones, la renovación propuesta por Álvarez no aparece como el rescate de una en desmedro de la otra, sino como un momento más alto de ambas, en donde, asumiendo el principio de la soberanía y el valor de los derechos fundamentales, se establece tanto un método de trabajo que rescata la diversidad de las naciones y de los principios que las rigen, así como una normativa positiva que surge, propiamente, del trabajo metódico previamente realizado. Partiendo de esta base, los objetivos de la investigación son: 1. Comprender e interpretar la importancia que en la obra de Alejandro Álvarez tienen las doctrinas del Derecho de gentes de la Escuela jurídica española y la amplitud universal de ciertos derechos, formulados por esta Escuela. 2. Comprender e interpretar la importancia y la posición crítica que tiene Alejandro Álvarez sobre las teorías del Derecho de gentes moderno, en particular frente al principio de la soberanía desarrollada en ellas. 3. Investigar, comprender e interpretar los modos de asumir la tradición internacionalista de Alejandro Álvarez, para establecer la particular posición desde la que realiza una “Reconstrucción del Derecho de gentes” y elabora el sistema del Derecho Internacional Americano. Metodología Al ser una investigación analítico-conceptual en torno a las nociones que construyen la tradición del Derecho de gentes y que constituyen la base de la teoría de Alejandro Álvarez, la forma de trabajo comprende tres metodologías diversas, con las que se procura realizar un análisis riguroso, una interpretación crítica de las teorías con las que el jurista chileno se enfrenta, a fin de establecer el método especulativo con la que establece un vínculo entre ambas teorías. Esta triple ...",Derecho Internacional
1220927_Resumen_Abstract.pdf,"o sobre las obligaciones accesorias que el titular puede reclamar junto con la restitución de la cosa por concepto de pérdida, deterioro, aumentos y frutos, así como las eventuales expensas a favor del demandado. Ellas reciben aquí la denominación genérica de «acciones reivindicatorias especiales». OBJETIVOS: El objetivo general de esta investigación supone examinar algunas de las «acciones reivindicatorias especiales» que el ordenamiento chileno ofrece para proteger una titularidad fuera de aquellas que delimitan los contornos de la protección dominical, reconociendo su existencia y permitiendo que el demandante recupere materialmente la cosa sobre la que ella recae. Se pretende mostrar cómo estas acciones comparten con la acción reivindicatoria propiamente tal un campo común que, en principio, se agota en la restitución de la cosa. De ahí que sea necesario indagar sobre la procedencia o improcedencia de un régimen para ciertas obligaciones accesorias relativas a la pérdida, deterioros, aumentos, frutos y expensas, que la reivindicación soluciona mediante la disciplina de las prestaciones mutuas basada en el criterio corrector de la buena fe. A su vez, como objetivos específicos, el proyecto busca (i) sistematizar aquellas pretensiones que conforman la categoría de lo que aquí se ha denominado «acciones reivindicatorias especiales», intentando la formulación de una tipología que permita identificarlas y calificarlas según sus rasgos comunes y precisar su régimen jurídico; y (ii) delinear la operatividad de unas eventuales obligaciones accesorias a partir de sus particulares consecuencias jurídicas, sea que ellas estén descritas en la regla que concede la acción o que se deba reconstruir su régimen a partir de las reglas generales sobre enriquecimiento injustificado y resarcimiento del daño, con los límites que cada una prevé. METODOLOGÍA: El proyecto se aborda con un método que es a la vez histórico, dogmático y exegético. El primer aspecto comprende la revisión crítica de la ordenación de las llamadas «acciones reivindicatorias especiales», para demostrar que ella concuerda con sus antecedentes y tiene un sentido predeterminado. El segundo aspecto se refiere al régimen de prestaciones accesorias de dichas acciones en cuanto problema, pues se asume como premisa metodológica que toda la organización de una disciplina jurídica se hace a partir de las dificultades que enfrenta. A su alrededor se agrupan los distintos intentos de respuesta, sea merced a las reglas de resarcimiento del daño, sea mediante aquellas de interdicción del enriquecimiento injustificado, sobre los que habrá que emprender un proceso de criba de acuerdo con el instrumental de análisis que es propio del derecho. En este caso, dicho problema se acomete a través de la demarcación del campo de trabajo, representado por las distintas acciones el ordenamiento chileno concibe de manera equivalente a la reivindicatoria, sin una aparente cohesión sistemática ni un tratamiento exhaustivo de sus efectos. Sólo de esta manera es posible ofrecer un ensayo de sistematización de los casos y soluciones, que dé primacía al problema abordado y lo enfrente con una mirada funcional a los intereses en juego, sin olvidar la consideración al derecho histórico y comparado (GUZMÁN, 2005), sobre todo hacia aquellos ordenamientos ...",Derecho Civil
1221060_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Diego Gonzalo Pardow Lorenzo Título Proyecto: Mecanismos de control judicial especializado en el ámbito de la regulación económica: entre la legalidad y las políticas públicas. Desde mediados de la década de los 2000, nuestra regulación económica ha ido utilizando cada vez más un modelo de control híbrido que, con algunos elementos de lo que la literatura denomina tribunales administrativos especializados (“TAE”). En derecho comparado, los TAE se caracterizan por tener una competencia altamente especializada, incorporar como jueces a profesionales sin entrenamiento legal (v.g. economistas, ingenieros, científicos), y presentar una organización que desafía la división tradicional de los poderes del Estado. Esta descripción parece recoger algunos elementos de instituciones tan distintas como el Tribunal de Defensa de la Libre Competencia (“TDLC”), la Comisión para el Mercado Financiero (“CMF”), el Panel de Expertos (“PE”) o los Tribunales Ambientales (“TMA”). En todos estos casos existe una autoridad administrativa (v.g. Fiscalía Nacional Económica, Fiscal de la CMF, Comisión Nacional de Energía, o Superintendencia del Medioambiente), cuyas decisiones están sujetas a revisión por esta instancia especializada, con una composición mixta en términos de sus competencias profesionales y un diseño institucional complejo. Ello contrasta con lo que sucede en la generalidad de superintendencias y servicios que actúan como reguladores económicos, donde los principales mecanismos de control son la Contraloría General de la República (“CGR”) y los tribunales ordinarios de justicia. El objetivo de este proyecto consiste en comprender bajo qué condiciones el legislador decide apartarse del modelo de control que tradicionalmente se usaba en Chile, cómo se materializa esa decisión en un diseño institucional particular y cuáles son las consecuencias que ello tiene para nuestra práctica administrativa. En términos generales, todas estas reformas parten de un diagnostico común: las superintendencias y otros órganos similares carecen de la independencia suficiente para aislarse de las presiones políticas del gobierno, mientras que la CGR y los tribunales ordinarios carecen de los conocimientos específicos para ejercer un adecuado control. Desde esta perspectiva, el objetivo era fortalecer tanto la independencia de las decisiones regulatorias, como su calidad técnica. El problema es que los distintos modelos de diseño institucional tienen diferencias significativas entre sí. Para empezar, el TDLC y los TMA son tribunales y se relacionan con el Poder Judicial, mientras que la CMF forma parte del Poder Ejecutivo. Respecto del PE, inclusive se discute su carácter de órgano público. Algo similar sucede con la manera de definir sus respectivas competencias, la extensión de sus atribuciones, el tipo de recursos que procede respecto de sus decisiones o la manera de nombrar a sus autoridades superiores. Esta disparidad de arreglos institucionales resulta indicativa de una deficiencia conceptual previa. Más allá de la crítica al modelo de superintendencias y a la ausencia histórica de una jurisdicción contencioso- administrativa, todavía no está claro cual sería el diseño institucional adecuado para enfrentar estos problemas, cómo se organizarían sus principales características y bajo qué circunstancias sería aplicable. La investigación propuesta busca abordar este tópico realizando un trabajo en tres etapas. En primer ...",Derecho Económico y Comercial
1221120_Resumen_Abstract.pdf,"jurisprudencia una digresión entre los diversos posicionamientos, generando decisiones diversas sobre circunstancias jurídicas similares, además de la existencia de dos pronunciamientos distintos sobre el mismo objeto, situación que genera inseguridad o desigualdad en la aplicación del derecho. El objetivo general de la investigación es el estudio de la relativización atípica de la cosa juzgada ante las decisiones de la Corte Interamericana de Derechos Humanos en el sistema jurídico chileno. Los objetivos específicos de la investigación son: (1) Estudiar la discusión sobre la definitividad y falibilidad de las decisiones jurisdiccionales desde el positivismo hasta el neoconstitucionalismo; (2) Formular los contornos y matices del recurso de revisión, en el derecho comparado y chileno; (3) Analizar críticamente la teoría de la relativización de la cosa juzgada; (4) Estudiar los aspectos procesales de la ejecución de las sentencias de los tribunales internacionales en el ordenamiento jurídico chileno; (5) Ofrecer propuestas de reforma legislativa que permitan establecer un mecanismo procesal de la ejecución de las decisiones de la Corte Interamericana de Derechos Humanos. La investigación está inserida en el área de las Ciencias Jurídicas, y será desarrollada en el ámbito del derecho procesal. En este sentido, tratase de un trabajo de dogmática analítica, con la preocupación centrada en establecer las premisas conceptuales que permitan alcanzar la decidibilidad de conflictos que involucren la cosa juzgada. Para tanto, iniciaremos la investigación con la reunión de las fuentes bibliográficas pertinentes, tanto de derecho interno como comparado, para luego aproximarse críticamente a dichos textos, estudiando, analizando y sistematizando lo recopilado, a fin de presentar los resultados con análisis crítico de la propuesta comprometida. Los resultados esperados son 1 artículo de doctrina en revista indexada y los resultados finales de la investigación serán presentados a una editorial nacional para su publicación en formato de libro. Concurso de Proyectos Regular 2022",Derecho Procesal
1221269_Resumen_Abstract.pdf,"e, no existen investigaciones sobre cómo se organizan esas tareas, es decir, como los argumentos de interpretación y construcción jurídica son usados por el juez para dotar de contenido a la norma que es especificada o concretizada. A partir de estas consideraciones, el presente proyecto tiene como objetivo general: construir un modelo descriptivo del razonamiento judicial con normas indeterminadas, que permita conocer cómo se organizan las sentencias desde una perspectiva retórico-discursiva y proponer un formato o estructura (minimalista) de sentencia que permita hacer explícitas las operaciones de interpretación e integración del derecho que son necesarias para fundar la decisión judicial usando un lenguaje jurídico claro. Los objetivos específicos son tres: 1.- Describir la estructura retórico-discursiva de las sentencias judiciales que resuelven casos usando normas indeterminadas, elucidando las macromovidas, las movidas y los pasos que los jueces realizan; 2.- Construir un modelo retórico-discursivo del razonamiento judicial con normas indeterminadas que permita analizar el texto desde una perspectiva interdisciplinaria y observar el modo en que los jueces organizan los argumentos que fundan su decisión y luego evaluar su desempeño usando criterios provenientes de la teoría del derecho, dogmática jurídica y práctica judicial y; 3.- Proponer un formato o estructura (minimalista) de sentencia que respete tres tipos de criterios: teóricos, dogmáticos y prácticos. La hipótesis principal afirma, en síntesis, que las sentencias judiciales chilenas que fijan el contenido de normas indeterminadas padecen de tres tipos de defectos: problemas teóricos, dogmáticos y problemas de oscuridad lingüística. La metodología es interdisciplinaria y cualitativa. Su alcance es básicamente descriptivo, pero también exploratorio, ya que indaga en la escritura judicial para focalizar en aspectos de teoría del derecho, dogmática jurídica y de su organización retórico-discursiva. La metodología está organizada conforme a la Grounded Theory y usa técnicas de tres disciplinas: análisis del discurso, teoría del derecho, y dogmática jurídica. Analiza un corpus de 100 sentencias chilenas de diferentes materias y 21 entrevistas semiestructuradas a especialistas (7 litigantes, 7 profesores y 7 jueces). Los resultados del proyecto son tres. Primero, una modelo retórico-discurso de las sentencias que usan normas indeterminadas y un formato o estructura (minimalista) para este tipo de sentencias que permita cumplir con criterios provenientes de la teoría del derecho, dogmática jurídica y práctica judicial (de la propia percepción de diferentes operadores jurídicos) que permita el diálogo entre especialistas y una reflexión sobre qué podemos esperar de una (buena) sentencia. Los resultados se comunicarán en 3 artículos indexados en dos WOS y/o Scopus de diferentes disciplinas, un libro colectivo y una página web. La principal novedad del proyecto es proponer una metodología interdisciplinaria para analizar el razonamiento con normas indeterminadas, a partir del estudio de un corpus de sentencias y luego proponer una estructura o formato (minimalista) de sentencia judicial que pueda ser discutido en la comunidad jurídica. Concurso de Proyectos Regular 2022",Filosofía del Derecho
1221378_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Pilar Moraga Sariego Reconceptualización del litigio climático desde el sur global. El caso chileno Objetivo general: reconceptualizar la definición y el rol del litigio climático sobre la base de la doctrina comparada y la jurisprudencia desarrollada por los Tribunales de países vulnerables del sur del mundo, particularmente de Chile, los cuales, en el marco de las políticas públicas de cambio climático débiles, determinan el comportamiento de los distintos actores de la sociedad, conforme a los objetivos globales de mitigación y adaptación. Objetivos específicos Metodología Resultado 1. Identificar casos de cambio climático y doctrina comparada. Se realizará una búsqueda de sentencias desde el año 2013 (inicio de dictación de sentencia de los Tribunales Ambientales) en la base de datos de estos tribunales y del Poder Judicial. La doctrina se identificará en las bases de datos de la Universidad de Chile. 2. Elaborar una Se clasificarán los casos identificados en una base de datos, con los Seminario de lanzamiento de base de datos de jurisprudencia de litigación climática en Chile. tipología de casos climáticos. siguientes criterios: a) Tribunal, b) acción de ingreso, c) legitimados, d) motivación de la demanda. Ésta se publicará en la página web del Observatorio de la Ley de Cambio Climático (www.leycambioclimático.cl) y se mantendrá actualizada durante el proyecto. 3. Identificar las vías de ingreso de causas climáticas y su eficacia. Se identificarán las principales razones del éxito o fracaso de las acciones iniciadas (prueba, evidencia científica, causalidad) respecto de las diversas vías de ingreso, a la luz de la interpretación dogmática. -Artículo en revista indexada n°1: “Caracterización del litigio climático en Chile, elementos para una nueva comprensión de las controversias” -Seminario de presentación de resultados 4. Identificar las normas utilizadas en el litigio climático. Se analizarán las sentencias de los casos seleccionados para identificar los fundamentos de derecho de las demandas, a la luz de la interpretación dogmática. 5. Caracterizar las partes del litigio climático. En base a la elaboración de la tipología de casos, elaborada en el proyecto, se identificarán a los demandantes y demandados, con especial foco en las comunidades vulnerables. 6. Identificar y analizar el objeto del reproche de la demanda. 7. Determinar la coherencia o contradicción de las políticas públicas del litigio climático. Se analizarán las demandas de los casos, en miras a identificar los actos y/u omisiones incluidos en el reproche de las demandas y su tratamiento por parte de los Tribunales. Se analizarán las sentencias de la base de datos para identificar: 1. Las políticas públicas relacionadas con los casos; 2. Las contradicciones o coherencias con los objetivos de mitigación y adaptación establecidos en la estrategia climática de largo plazo y planes sectoriales. -Artículo en revista indexada n°2: ” Aporte de la labor jurisdiccional en el cumplimiento de objetivos de mitigación y adaptación”. -Seminario de presentación de resultados. 8. Determinar el rol que juega el cambio climático y la vulnerabilidad, en las controversias. Se analizará el razonamiento de los jueces respecto del fenómeno del cambio ...",Derecho Procesal
1221510_Resumen_Abstract.pdf,"la evaluación de la decisión distributiva tomada por el voto de mayoría; c) Los debates teóricos sobre la coherencia de diversos argumentos o principios de justicia sanitaria pueden resolverse (parcialmente) si se distinguen niveles de análisis (decisión distributiva y evaluación de tal decisión). Objetivo general: Reconstruir los argumentos de justicia distributiva sanitaria que guían las decisiones de la Corte Suprema sobre medicamentos de alto costo mostrando los problemas teóricos y argumentativos que tienen los votos de mayoría y los votos disidentes de estas decisiones. Los objetivos específicos son: a) Identificar los argumentos de justicia distributiva sanitaria que guían las decisiones de la Corte Suprema sobre medicamentos de alto costo; b) Analizar cómo se organizan los argumentos de justicia distributiva sanitaria en los votos de mayoría y en los votos disidentes mostrando vacíos, incoherencias y problemas teóricos asociados a la estructura de la argumentación de la decisión judicial; y c) Reconstruir el desacuerdo entre los votos de mayoría y los votos disidentes como una expresión de controversias sobre la coherencia entre diversos argumentos de justicia distributiva sanitaria. Metodología: La investigación procederá por niveles. La primera etapa recopila las decisiones de la Corte Suprema. Esas sentencias serán analizadas usando un modelo piramidal de fundamentación. El resultado de la aplicación del modelo a las sentencias es un listado de las técnicas de interpretación y de los conceptos jurídicos usados. La segunda etapa se centra en las tensiones teóricas y metateóricas sobre la posibilidad de hacer coherentes varios principios de justicia sanitaria considerando 4 concepciones: libertarismo sanitario, utilitarismo sanitario, suficientismo sanitario e igualitarismo sanitario. En la tercera etapa se repetirá el examen de los casos jurisprudenciales completando la cúspide del modelo de fundamentación aplicado. Resultados. Durante los 3 años de ejecución del proyecto se escribirán al menos 3 artículos WOS o SCOPUS destinados a cumplir cada uno de los objetivos de la investigación. Se espera también la dirección de dos tesis de pre o postgrado asociadas al proyecto. Habrá dos actividades de difusión y la asistencia 4 congresos o seminarios para someter a discusión los avances de la investigación y sus conclusiones fundamentales. Concurso de Proyectos Regular 2022",Derecho Político y Constitucional
1221645_Resumen_Abstract.pdf,"La responsabilidad por falta de servicio en contextos específicos Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). El objetivo general del proyecto es determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en los ámbitos específicos de actividad administrativa. A su vez, los objetivos específicos consisten en materializar ese ejercicio en distintas áreas concretas. Así, se tratará de a) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en el ámbito de los actos administrativos u otras operaciones jurídicas de la administración del Estado; b) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en el terreno de la actividad de las fuerzas de orden y seguridad, así como de otras áreas que presentan alguna afinidad con ese tipo de actividad; c) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en materia sanitaria u hospitalaria, o en otros campos en que la administración entregue a particulares prestaciones individuales susceptibles de provocar daños; d) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en el campo de las obras viales u otras obras públicas que presenten similitud; y e) determinar los criterios a que obedece la responsabilidad del Estado por falta de servicio en otras áreas sectoriales de actividad administrativa. Al efecto, la metodología a emplear supone a) indagar, desde una perspectiva dogmática clásica, los paradigmas comparados sobre la responsabilidad del Estado en ámbitos específicos de la actividad administrativa, revisando la literatura científica de los ordenamientos relevantes. Paralelamente, b) supone también un acopio exhaustivo, pero limitado en el tiempo, de la jurisprudencia recaída en las materias a analizar. Esta jurisprudencia será revisada en términos cualitativos, procurando clasificarla en función de las distintas áreas de actividad administrativa a que se adscriban. Para extraer conclusiones de conjunto de esa jurisprudencia, se empleará d) un método inductivo, con herramientas provenientes del análisis comparativo. El resultado esperado es una matriz explicativa de lo que podría llamarse la “parte especial” de la responsabilidad por falta de servicio en el derecho chileno, que ilumine acerca de las singularidades sectoriales que presenta en los principales ámbitos de actividad administrativa. Concretamente, los productos comprometidos para 3 años son: 3 artículos ISI/Scielo, 2 seminarios y presentaciones de los resultados de la investigación en Chile y el extranjero. Concurso de Proyectos Regular 2022",Derecho Civil
